name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
Centrale Maasvlakte (MV2),EON BENELUX,Coloradoweg 10,3199LA,Rotterdam Maasvlakte,NL,0,Hard coal,Steam turbine,,,,51.96262,4.02152,49W000000000100F,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale Maasvlakte (MV3),EON BENELUX,Europaweg 911,3199LD,Maasvlakte Rotterdam,NL,1068,Hard coal,Steam turbine,,,,51.96262,4.02152,49W000000000102B,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale Merwedekanaal,NUON,Keulsekade 181,3534AC,Utrecht,NL,227,Natural gas,,,,,52.10156,5.07981,49W000000000091R,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale RoCa (RoCa3),EON BENELUX,Capelseweg 400,3068AX,Rotterdam,NL,218,Natural gas,,,,,51.95366,4.56155,49W0000000001047,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale Swentibold,ESSENT ENERGY TRADING B.V.,Kampstraat 101,6163HE,Geleen,NL,225,Natural gas,,,,,50.97971,5.80891,49W000000000061-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale Velsen (VN24),NUON,Hoflaan 1,1951HJ,Velsen,NL,459,Natural gas,,,,,52.47155,4.63473,49W000000000046W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Centrale Velsen (VN25),NUON,Hoflaan 1,1951HJ,Velsen,NL,375,Natural gas,,,,,52.47155,4.63473,49W000000000046W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Clauscentrale (A),ESSENT ENERGY TRADING B.V.,Voortstraat 19,6051JP,Maasbracht,NL,640,Natural gas,,,,,51.15409,5.90803,49W000000000069K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Clauscentrale (C1),ESSENT ENERGY TRADING B.V.,Voortstraat 19,6051JP,Maasbracht,NL,310,Natural gas,,,,,51.15409,5.90803,49W000000000069K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Clauscentrale (C2),ESSENT ENERGY TRADING B.V.,Voortstraat 19,6051JP,Maasbracht,NL,310,Natural gas,,,,,51.15409,5.90803,49W000000000069K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Clauscentrale (C3),ESSENT ENERGY TRADING B.V.,Voortstraat 19,6051JP,Maasbracht,NL,310,Natural gas,,,,,51.15409,5.90803,49W000000000069K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Clauscentrale (C4),ESSENT ENERGY TRADING B.V.,Voortstraat 19,6051JP,Maasbracht,NL,510,Other or unspecified energy sources,,,,,51.15409,5.90803,49W000000000069K,Other or unspecified energy sources,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Delesto (Del1),ESSENT ENERGY TRADING B.V.,Oosterhorn 4,9936HD,Farmsum,NL,180,Natural gas,,,,,53.31953,6.94811,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Delesto (Del2),ESSENT ENERGY TRADING B.V.,Oosterhorn 4,9936HD,Farmsum,NL,350,Natural gas,,,,,53.31953,6.94811,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Dongecentrale,ESSENT ENERGY TRADING B.V.,Centraleweg 12,4931NB,Geertruidenberg,NL,0,Natural gas,,,,,51.695,4.84652,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
EDH,EON BENELUX,De Constant Rebecqueplein 20,2518RA,Den Haag,NL,112,Natural gas,,,,,52.07659,4.29065,49W0000000000342,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
EHV,ESSENT ENERGY TRADING B.V.,Beukenlaan 2A,5651CD,Eindhoven,NL,0,Natural gas,,,,,51.44944,5.45296,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
ELSTA,DELTA ENERGY B.V.,Herbert H. Dowweg 5D,4542NM,Hoek,NL,456,Natural gas,,,,,51.33319,3.78947,49W000000000048S,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
ENSCH,ESSENT ENERGY TRADING B.V.,Marssteden 35,7547TE,Enschede,NL,0,Natural gas,,,,,52.21397,6.82872,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
ERICA,ESSENT ENERGY TRADING B.V.,Beekweg 12,7887TN,Erica,NL,63,Natural gas,,,,,52.69632,6.91411,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC20),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,131,Natural gas,,,,,53.43949,6.86165,49W000000000096H,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC3),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359,Natural gas,,,,,53.43949,6.86165,49W000000000088G,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC4),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359,Natural gas,,,,,53.43949,6.86165,49W000000000086K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC5),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,361,Natural gas,,,,,53.43949,6.86165,49W000000000084O,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC6),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359,Natural gas,,,,,53.43949,6.86165,49W000000000082S,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Eemscentrale (EC7),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,360,Natural gas,,,,,53.43949,6.86165,49W000000000080W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
HM12,ESSENT ENERGY TRADING B.V.,Achterdijk 42,5705CB,Helmond,NL,0,Natural gas,,,,,51.46341,5.68837,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
HTB,ESSENT ENERGY TRADING B.V.,Zandzuigerstraat 8A,5222AH,'s Hertogenbosch,NL,32,Natural gas,,,,,51.70164,5.28009,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
KLAZI,ESSENT ENERGY TRADING B.V.,Zwet 20,7891XJ,Klazienaveen,NL,63,Natural gas,,,,,52.73792,7.01368,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
LD12,EON BENELUX,Langegracht 70,2312NV,Leiden,NL,83,Natural gas,,,,,52.16385,4.49419,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
LWE5,NUON,Atoomweg 7-9,3542AA,Utrecht,NL,0,Natural gas,,,,,52.10292,5.07137,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
MK11,NUON,Keulsekade 181,3534AC,Utrecht,NL,103,Natural gas,,,,,52.10157,5.07982,49W000000000091R,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
MVL380 Centrale Rotterdam 1,GDF SUEZ ENERGIE NEDERLAND NV,Missouriweg 69,3199LB,Maasvlakte Rotterdam,NL,731,Hard coal,Steam turbine,,,,51.94496,4.06767,49W000000000078J,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Magnum Centrale (10),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Magnum Centrale (20),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Magnum Centrale (30),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Maxima Centrale (FL30),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,2881RC,Lelystad,NL,0,Natural gas,,,,,52.57753,5.52959,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Maxima Centrale (FL4),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,8221RC,Lelystad,NL,435,Natural gas,,,,,52.57753,5.52959,49W000000000072V,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Maxima Centrale (FL5),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,8221RC,Lelystad,NL,437,Natural gas,,,,,52.57753,5.52959,49W000000000074R,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Moerdijk 1,RWE SUPPLY & TRADING NL B.V.,Middenweg 36,4782PM,Moerdijk,NL,348,Natural gas,,,,,51.68506,4.58094,49W000000000063W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Moerdijk 2,RWE SUPPLY & TRADING NL B.V.,Middenweg 36,4782PM,Moerdijk,NL,426,Natural gas,,,,,51.68506,4.58094,49W000000000063W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
PU-1,NUON,Hertzstraat 2,1446TG,Purmerend,NL,67,Natural gas,,,,,52.51608,4.99524,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
ROC1,EON BENELUX,Capelseweg 400,3068AX,Rotterdam,NL,24,Natural gas,,,,,51.95369,4.5616,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
ROC2,EON BENELUX,Capelseweg 400,3068AX,Rotterdam,NL,24,Natural gas,,,,,51.95369,4.5616,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Rijnmond II,PVNED,Petroleumweg 44,3196KD,Rotterdam,NL,428,Natural gas,,,,,51.89326,4.34721,49W000000000108-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Rijnmond1,UNIPER BENELUX N.V.,Petroleumweg/ Haven 3108 46,3196KD,Vondelingenplaat-R'dam,NL,800,Natural gas,,,,,,,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
SAL,ESSENT ENERGY TRADING B.V.,Boortorenweg 27,7550BD,Hengelo (O),NL,60,Natural gas,,,,,52.24587,6.79479,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Sloecentrale (unit 10),EPZ,Albanieweg 10,4389PR,Ritthem,NL,432,Natural gas,,,,,51.44796,3.69252,49W0000000000512,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Sloecentrale (unit 20),EPZ,Albanieweg 10,4389PR,Ritthem,NL,432,Natural gas,,,,,51.44796,3.69252,49W0000000000512,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
UCML,EON BENELUX,Coloradoweg 10,3199LA,Rotterdam Maasvlakte,NL,79,Natural gas,,,,,51.95861,4.02609,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
Willem Alexander Centrale,NUON,Roermondseweg 55,6081NT,Haelen,NL,249,Hard coal,Steam turbine,,,,51.22402,5.97085,,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
corus,CORUS STAAL B.V.,Wenkebachstraat 1,1951JZ,Velsen-Noord,NL,38,Other or unspecified energy sources,,,,,52.47708,4.58981,,Other or unspecified energy sources,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,,,,,,,,,,,,,,,,,,,,,
PROVENCE 4 BIOMASSE,,,,,FR,150,Biomass and biogas,,,2018,,,,17W100P100P03647,Renewable energy,Bioenergy,Biomass and biogas,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
AMFARD14,,,,,FR,130,Natural gas,,,2004,,,,17W100P100P0353C,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
AMFARD15,,,,,FR,130,Natural gas,,,2004,,,,17W100P100P03493,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BLENOD 5,,,,,FR,427,Natural gas,,,,,48.86959,6.08377,17W100P100P0243J,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BOUCHAIN 7,,,,,FR,585,Natural gas,,,2017,,50.29774,3.31429,17W100P100P0244H,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
COMBIGOLFE,,,,,FR,425,Natural gas,,,2010,,43.41616,4.86974,17W100P100P0337A,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
CYCOFOS,,,,,FR,428,Natural gas,,,2009,,43.42801,4.88652,17W100P100P0351G,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
Croix-de-Metz,,,,,FR,413,Natural gas,,,2019,,48.69336,5.91468,17W100P100P0340L,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
DK6,,,,,FR,796,Natural gas,,,2005,,51.04628,2.31835,17W100P100P0350I,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
EMILE HUCHET 7,,,,,FR,413,Natural gas,,,2010,,49.15412,6.7047,17W100P100P0344D,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
EMILE HUCHET 8,,,,,FR,413,Natural gas,,,2010,,49.15412,6.7047,17W100P100P0345B,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
FR-GA-MORANT1,,,,,FR,401,Natural gas,,,2016,,46.27282,3.30095,17W100P100P0318E,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
GENNEVILLIERS 1,,,,,FR,203,Natural gas,,,,,48.93699,2.26144,17W100P100P02667,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
MARTIGUES PONTEAU 5,,,,,FR,465,Natural gas,,,,,43.35822,5.02112,17W100P100P0245F,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
MARTIGUES PONTEAU 6,,,,,FR,465,Natural gas,,,,,43.35822,5.02112,17W100P100P0246D,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
Pont-sur-Sambre,,,,,FR,412,Natural gas,,,2019,,50.22915,3.86807,17W100P100P0341J,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
SPEM,,,,,FR,435,Natural gas,,,2010,,47.30265,-2.14028,17W100P100P0334G,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
CORDEMAIS 4,,,,,FR,580,Hard coal,Steam turbine,,,,47.27712,-1.88012,17W100P100P0236G,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
CORDEMAIS 5,,,,,FR,580,Hard coal,Steam turbine,,,,47.27712,-1.88012,17W100P100P0237E,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
EMILE HUCHET 6,,,,,FR,595,Hard coal,Steam turbine,,1981,,49.15412,6.7047,17W100P100P0343F,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
HAVRE 4,,,,,FR,580,Hard coal,Steam turbine,,,,49.47553,0.14711,17W100P100P0238C,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
PROVENCE 5,,,,,FR,595,Hard coal,Steam turbine,,1984,,46.46883,5.48957,17W100P100P03469,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
ARRIGHI 1,,,,,FR,125,Oil,,,,,48.79151,2.41593,17W100P100P0255C,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
ARRIGHI 2,,,,,FR,129,Oil,,,,,48.79151,2.41593,17W100P100P0256A,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BRENNILIS 1,,,,,FR,85,Oil,,,,,48.35702,-3.87053,17W100P100P02586,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BRENNILIS 2,,,,,FR,85,Oil,,,,,48.35702,-3.87053,17W100P100P0260J,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BRENNILIS 3,,,,,FR,134,Oil,,,,,48.35702,-3.87053,17W100P100P0261H,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
DIRINON 1,,,,,FR,85,Oil,,,,,48.39036,-4.26373,17W100P100P0263D,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
DIRINON 2,,,,,FR,85,Oil,,,,,48.39036,-4.26373,17W100P100P02659,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
MONTEREAU 5,,,,,FR,185,Oil,,,,,48.38045,2.85108,17W100P100P0270G,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
MONTEREAU 6,,,,,FR,185,Oil,,,,,48.38045,2.85108,17W100P100P0271E,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
VAIRES 1,,,,,FR,181,Oil,,,,,48.87349,2.65533,17W100P100P02675,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
VAIRES 2,,,,,FR,179,Oil,,,,,48.87349,2.65533,17W100P100P02683,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
VAIRES 3,,,,,FR,182,Oil,,,,,48.87349,2.65533,17W100P100P02691,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
CHEYLAS,,,,,FR,485,Hydro,Pumped storage,,,,45.3846,6.00207,17W100P100P0273A,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
COCHE,,,,,FR,384,Hydro,Pumped storage,,2019,,45.49667,6.51038,17W100P100P02748,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
GRAND MAISON,,,,,FR,1700,Hydro,Pumped storage,,2017,,45.20597,6.11719,17W100P100P02756,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
MONTEZIC,,,,,FR,910,Hydro,Pumped storage,,,,44.73766,2.64342,17W100P100P02772,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
REVIN,,,,,FR,808,Hydro,Pumped storage,,,,49.92556,4.61331,17W100P100P02780,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
SUPER BISSORTE,,,,,FR,742.3,Hydro,Pumped storage,,,,45.1803,6.5797,17W100P100P02764,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
ASTON,,,,,FR,104,Hydro,Run-of-river,,,,42.77668,1.67671,17W100P100P0315K,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
AVIGNON,,,,,FR,126,Hydro,Run-of-river,,1973,,43.97606,4.81721,17W100P100P0326F,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BAIX LOGIS NEUF 1,,,,,FR,140,Hydro,Run-of-river,,1960,,44.67605,4.78827,17W100P100P0322N,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BEAUCHASTEL,,,,,FR,198,Hydro,Run-of-river,,1963,,44.82397,4.81049,17W100P100P0321P,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
BOURG les VALENCE,,,,,FR,180,Hydro,Run-of-river,,1968,,44.96128,4.87221,17W100P100P0320R,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,,,,,,,,,,,,,,,,,,,
